p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
5.96E-06,0.984352143,0.205,0.038,11,Tslp,,,,,,,,,
1.98E-06,0.983538681,0.159,0.017,11,Arhgap9,,,,,,,,,
2.77E-10,0.98348757,0.477,0.281,11,Asah1,,,,,,,,,
7.55E-08,0.981647064,0.295,0.118,11,BC005537,,,,,,,,,
2.21E-06,0.981474208,0.227,0.073,11,Atp6v0a1,,,,,,,,,
1.71E-06,0.975008503,0.25,0.057,11,Rgl1,,,,,,,,,
2.04E-05,0.974826942,0.568,0.372,11,Ifi27l2a,,,,,,,,,
2.98E-16,0.974435227,0.227,0.001,11,Alox5,,,,,,,,,
2.33E-05,0.969602924,0.205,0.041,11,Parp14,,,,,,,,,
1.26E-08,0.96750386,0.523,0.273,11,Ucp2,,,,,,,,,
1.07E-11,0.967355425,0.568,0.363,11,Txnip,,,,,,,,,
2.01E-06,0.965343079,0.159,0.013,11,Tnfrsf1b,,,,,,,,,
4.28E-10,0.964029066,0.159,0.003,11,Clec4n,,,,,,,,,
1.82E-08,0.963679649,0.25,0.123,11,Pcna,,,,,,,,,
1.51E-05,0.962930267,0.182,0.07,11,Apobec3,,,,,,,,,
7.65E-06,0.959401767,0.182,0.032,11,Itsn1,,,,,,,,,
1.38E-07,0.958809414,0.295,0.061,11,Gas7,,,,,,,,,
1.64E-05,0.957128675,0.318,0.104,11,Tln1,,,,,,,,,
6.33E-05,0.957113081,0.205,0.037,11,H2-DMb1,,,,,,,,,
4.54E-07,0.954332163,0.5,0.252,11,Cyba,,,,,,,,,
1.82E-07,0.952286552,0.227,0.056,11,Eps8,,,,,,,,,
1.07E-05,0.952249449,0.182,0.014,11,Ptprc,,,,,,,,,
2.13E-07,0.949639959,0.205,0.026,11,Rnf130,,,,,,,,,
2.25E-06,0.946277708,0.205,0.033,11,Irf2bp2,,,,,,,,,
0.000132137,0.942636849,0.205,0.067,11,Wnk1,,,,,,,,,
1.57E-06,0.942613357,0.159,0.018,11,Tlr2,,,,,,,,,
8.36E-09,0.940178165,0.159,0.025,11,Sap30,,,,,,,,,
1.42E-08,0.918411528,0.182,0.033,11,Frmd4b,,,,,,,,,
1.16E-06,0.918334067,0.205,0.05,11,Cln8,,,,,,,,,
8.26E-05,0.914582928,0.25,0.12,11,Klf6,,,,,,,,,
1.64E-06,0.912137979,0.386,0.204,11,Rap1b,,,,,,,,,
0.000178526,0.911094519,0.409,0.165,11,Igf1,,,,,,,,,
3.38E-08,0.910991105,0.182,0.007,11,Cp,,,,,,,,,
3.58E-05,0.908296783,0.159,0.017,11,Ifi203,,,,,,,,,
1.76E-09,0.90529373,0.182,0.018,11,Prex1,,,,,,,,,
9.06E-06,0.903276421,0.227,0.107,11,Rhog,,,,,,,,,
2.04E-06,0.898032868,0.159,0.043,11,Sash1,,,,,,,,,
5.44E-10,0.897868315,0.182,0.004,11,Msr1,,,,,,,,,
2.99E-06,0.894908918,0.205,0.097,11,Pitpna,,,,,,,,,
4.73E-07,0.894801622,0.159,0.018,11,Serpinb8,,,,,,,,,
3.48E-06,0.893546397,0.205,0.028,11,Rac2,,,,,,,,,
6.87E-07,0.889894199,0.273,0.129,11,Il10rb,,,,,,,,,
2.30E-08,0.889197242,0.659,0.517,11,Mt1,,,,,,,,,
2.16E-06,0.886201441,0.205,0.059,11,Rin2,,,,,,,,,
9.03E-08,0.884150737,0.205,0.034,11,Myo5a,,,,,,,,,
2.74E-12,0.882743996,0.636,0.438,11,Clta,,,,,,,,,
3.51E-07,0.881726299,0.455,0.265,11,Cotl1,,,,,,,,,
0.000206804,0.88081302,0.25,0.084,11,Adam15,,,,,,,,,
1.52E-07,0.880213104,0.364,0.218,11,Dazap2,,,,,,,,,
8.84E-19,0.879234394,1,0.846,11,B2m,,,,,,,,,
5.88E-06,0.876110745,0.159,0.016,11,B3galnt1,,,,,,,,,
0.000343756,0.875288978,0.182,0.058,11,P2rx4,,,,,,,,,
2.43E-06,0.872781158,0.182,0.068,11,Ly96,,,,,,,,,
1.07E-08,0.872122285,0.159,0.043,11,Tfrc,,,,,,,,,
4.71E-08,0.865705128,0.182,0.096,11,Sema4a,,,,,,,,,
6.82E-09,0.862447452,0.318,0.246,11,Zfand5,,,,,,,,,
4.95E-06,0.85166035,0.273,0.142,11,Scamp2,,,,,,,,,
7.90E-08,0.848678808,0.477,0.32,11,Pea15a,,,,,,,,,
0.000131315,0.846826767,0.182,0.083,11,Vsir,,,,,,,,,
1.53E-05,0.845275053,0.25,0.075,11,Ccdc50,,,,,,,,,
9.09E-05,0.844547769,0.182,0.035,11,Irf5,,,,,,,,,
1.46E-09,0.841125447,0.545,0.433,11,Sat1,,,,,,,,,
4.84E-06,0.840251861,0.318,0.198,11,Rac1,,,,,,,,,
4.93E-05,0.839180612,0.159,0.021,11,Ppp1r12c,,,,,,,,,
4.80E-06,0.836295342,0.182,0.041,11,Qk,,,,,,,,,
1.68E-05,0.836277388,0.182,0.093,11,Grb2,,,,,,,,,
3.39E-05,0.8347655,0.227,0.061,11,Sh2b3,,,,,,,,,
3.64E-06,0.833446156,0.25,0.148,11,Ccnl1,,,,,,,,,
7.33E-05,0.830988697,0.318,0.134,11,Man1a,,,,,,,,,
7.95E-05,0.830735656,0.159,0.032,11,Lats2,,,,,,,,,
0.000952696,0.830245986,0.182,0.055,11,Irf8,,,,,,,,,
0.000238385,0.826864398,0.182,0.032,11,Sp100,,,,,,,,,
6.14E-06,0.826792637,0.205,0.035,11,Arhgap45,,,,,,,,,
1.82E-06,0.819207228,0.159,0.024,11,Swap70,,,,,,,,,
5.59E-06,0.81889152,0.409,0.202,11,Mbnl1,,,,,,,,,
5.13E-05,0.818850238,0.227,0.041,11,Rgs2,,,,,,,,,
3.29E-11,0.818357689,0.841,0.727,11,Actb,,,,,,,,,
0.00026178,0.817225009,0.182,0.045,11,Psmb9,,,,,,,,,
2.16E-06,0.813774066,0.205,0.036,11,5031439G07Rik,,,,,,,,,
1.94E-05,0.813751311,0.182,0.027,11,Tmem86a,,,,,,,,,
1.01E-05,0.811575537,0.159,0.026,11,Rp2,,,,,,,,,
6.57E-05,0.80862755,0.159,0.031,11,Ppp1r9b,,,,,,,,,
1.14E-05,0.808331897,0.205,0.128,11,Hacd4,,,,,,,,,
0.000733947,0.804782482,0.182,0.053,11,Pias1,,,,,,,,,
2.36E-10,0.800008803,0.159,0.017,11,Gpr160,,,,,,,,,
3.99E-09,0.798803651,0.159,0.004,11,Ms4a6d,,,,,,,,,
4.89E-11,0.798100236,0.568,0.454,11,Ftl1-ps1,,,,,,,,,
0.000134763,0.795942337,0.205,0.087,11,Arf3,,,,,,,,,
3.11E-05,0.795902973,0.159,0.031,11,Irf7,,,,,,,,,
9.44E-05,0.791327779,0.432,0.322,11,Neat1,,,,,,,,,
5.90E-07,0.791205181,0.5,0.383,11,Ctsh,,,,,,,,,
9.31E-07,0.790797559,0.182,0.105,11,Atp6v1b2,,,,,,,,,
4.66E-07,0.780498007,0.159,0.044,11,Cebpa,,,,,,,,,
5.88E-07,0.780391573,0.25,0.04,11,Coro1a,,,,,,,,,
0.000291655,0.779745912,0.159,0.05,11,Gnaq,,,,,,,,,
5.61E-05,0.776623428,0.227,0.061,11,Gna13,,,,,,,,,
9.06E-05,0.77645996,0.205,0.12,11,Hmox2,,,,,,,,,
3.43E-05,0.776096581,0.159,0.035,11,Srgap2,,,,,,,,,
0.000173654,0.7685121,0.182,0.042,11,Lrp6,,,,,,,,,
0.00080606,0.766672602,0.25,0.103,11,Tcf4,,,,,,,,,
0.000152501,0.746949115,0.159,0.027,11,Abcc1,,,,,,,,,
5.78E-09,0.743171897,0.159,0.006,11,Trem2,,,,,,,,,
8.57E-05,0.741395173,0.159,0.095,11,Rab5b,,,,,,,,,
0.004621643,0.740323203,0.182,0.06,11,Rab3il1,,,,,,,,,
0.000265249,0.73796654,0.205,0.055,11,Eps15,,,,,,,,,
3.13E-06,0.735735277,0.159,0.013,11,AB124611,,,,,,,,,
1.45E-13,0.735518831,0.977,0.883,11,Ftl1,,,,,,,,,
1.12E-06,0.733100682,0.25,0.145,11,Smagp,,,,,,,,,
0.000325106,0.729907852,0.159,0.055,11,Ptpra,,,,,,,,,
9.28E-07,0.729858698,0.455,0.349,11,Rab7,,,,,,,,,
0.000788661,0.727959583,0.295,0.183,11,Tcn2,,,,,,,,,
1.09E-05,0.725169857,0.159,0.037,11,Sgpp1,,,,,,,,,
0.008630755,0.721630522,0.227,0.071,11,Nrp1,,,,,,,,,
8.45E-06,0.720741155,0.182,0.022,11,Spred1,,,,,,,,,
1.40E-05,0.716939298,0.273,0.161,11,Necap2,,,,,,,,,
0.000145654,0.713792676,0.182,0.067,11,Mfsd11,,,,,,,,,
2.67E-05,0.713181186,0.159,0.03,11,Psd3,,,,,,,,,
0.000758539,0.701402309,0.205,0.087,11,Fez2,,,,,,,,,
0.002035352,0.700724907,0.25,0.121,11,Pnp,,,,,,,,,
1.11E-05,0.699842279,0.205,0.098,11,Cyfip1,,,,,,,,,
0.000252283,0.697718926,0.273,0.187,11,Nisch,,,,,,,,,
8.18E-05,0.69429039,0.227,0.175,11,Snx6,,,,,,,,,
2.31E-07,0.692299462,0.295,0.057,11,Cd52,,,,,,,,,
6.39E-07,0.691372131,0.659,0.555,11,Sh3bgrl3,,,,,,,,,
0.000527339,0.689677763,0.25,0.104,11,Mpp1,,,,,,,,,
0.006846216,0.687655991,0.227,0.106,11,Csf2ra,,,,,,,,,
2.57E-05,0.682225146,0.364,0.294,11,Marcksl1,,,,,,,,,
0.000374136,0.679517467,0.386,0.246,11,Gas6,,,,,,,,,
9.78E-07,0.677820788,0.5,0.397,11,Snx3,,,,,,,,,
0.000451549,0.675811741,0.159,0.037,11,Man1c1,,,,,,,,,
0.001613528,0.67567507,0.182,0.091,11,Mgat1,,,,,,,,,
5.30E-05,0.675484336,0.205,0.09,11,Gga1,,,,,,,,,
3.58E-05,0.674447414,0.182,0.101,11,Chd4,,,,,,,,,
0.000129846,0.672987743,0.159,0.019,11,Selplg,,,,,,,,,
0.0044556,0.666244068,0.159,0.077,11,Foxp1,,,,,,,,,
0.000480389,0.663825356,0.273,0.184,11,Ang,,,,,,,,,
3.56E-05,0.661955581,0.159,0.107,11,Tmem55b,,,,,,,,,
0.001411017,0.659083873,0.25,0.09,11,Ap2a2,,,,,,,,,
5.05E-05,0.657912456,0.273,0.142,11,Celf2,,,,,,,,,
3.29E-05,0.657326761,0.205,0.102,11,Gusb,,,,,,,,,
0.000128579,0.6541392,0.318,0.176,11,Ppp1r15a,,,,,,,,,
0.006573728,0.651444087,0.227,0.068,11,Srgn,,,,,,,,,
7.27E-06,0.650984612,0.364,0.212,11,Rrbp1,,,,,,,,,
0.001509451,0.648077251,0.159,0.069,11,Ccar1,,,,,,,,,
0.001320704,0.645965598,0.159,0.061,11,Tk2,,,,,,,,,
1.70E-05,0.644189242,0.318,0.239,11,Hprt,,,,,,,,,
0.00768638,0.642407734,0.159,0.04,11,Renbp,,,,,,,,,
0.000729188,0.642188972,0.318,0.214,11,Malat1,,,,,,,,,
2.55E-06,0.63897341,0.205,0.127,11,Fam174a,,,,,,,,,
0.009480403,0.628331771,0.205,0.101,11,Cxcl16,,,,,,,,,
1.48E-07,0.625603731,0.636,0.686,11,Gpx1,,,,,,,,,
0.000995308,0.623960686,0.159,0.048,11,Mapkapk2,,,,,,,,,
0.000157825,0.623785346,0.205,0.139,11,Cndp2,,,,,,,,,
0.003392708,0.617417501,0.227,0.151,11,Psmb10,,,,,,,,,
0.004828742,0.615318219,0.159,0.067,11,Csk,,,,,,,,,
0.00122919,0.613755565,0.182,0.041,11,Entpd1,,,,,,,,,
0.000609543,0.611027904,0.25,0.167,11,Fam96a,,,,,,,,,
0.001046672,0.610805113,0.205,0.147,11,Snrpb2,,,,,,,,,
0.000257973,0.608483217,0.295,0.232,11,Glud1,,,,,,,,,
0.003469852,0.607258607,0.295,0.231,11,Fosb,,,,,,,,,
0.006564135,0.606968249,0.205,0.089,11,Hpcal1,,,,,,,,,
0.007364765,0.606862997,0.182,0.108,11,Rab7b,,,,,,,,,
0.00053458,0.603737564,0.205,0.103,11,Crlf2,,,,,,,,,
0.000502252,0.599121745,0.182,0.126,11,Wsb1,,,,,,,,,
2.24E-06,0.596512051,0.545,0.407,11,Serpinb6a,,,,,,,,,
2.23E-06,0.594754449,0.455,0.397,11,Sdcbp,,,,,,,,,
0.003159634,0.588853301,0.273,0.168,11,Rap1a,,,,,,,,,
0.008389998,0.587864027,0.273,0.186,11,Pnrc1,,,,,,,,,
0.000755038,0.586511948,0.182,0.09,11,Ncor1,,,,,,,,,
0.000867046,0.585673282,0.159,0.07,11,Rgl2,,,,,,,,,
0.000117448,0.58430275,0.455,0.362,11,Aplp2,,,,,,,,,
0.001714905,0.583718708,0.182,0.122,11,Klf4,,,,,,,,,
0.009098249,0.582438334,0.182,0.12,11,Naa60,,,,,,,,,
0.000648099,0.554546215,0.705,0.597,11,Hspa1a,,,,,,,,,
0.001899383,0.547814508,0.273,0.168,11,Bri3,,,,,,,,,
0.002941514,0.545244995,0.159,0.056,11,Efhd2,,,,,,,,,
0.00572025,0.542729929,0.273,0.213,11,Syngr2,,,,,,,,,
0.005290764,0.53448086,0.182,0.083,11,Ppig,,,,,,,,,
0.006814634,0.521730204,0.159,0.087,11,Hnrnpl,,,,,,,,,
0.009003973,0.521060141,0.227,0.158,11,Matr3,,,,,,,,,
0.001394061,0.520903003,0.205,0.152,11,Mrps15,,,,,,,,,
0.005203305,0.516704829,0.205,0.137,11,Stx7,,,,,,,,,
0.000942597,0.505284738,0.25,0.193,11,Ptp4a2,,,,,,,,,
3.57E-05,0.490932686,0.182,0.242,11,Srsf2,,,,,,,,,
0.000656803,0.490718781,0.477,0.372,11,Zfp36l1,,,,,,,,,
0.00347794,0.468579799,0.182,0.113,11,Stxbp2,,,,,,,,,
0.003882677,0.461588245,0.205,0.15,11,Dtymk,,,,,,,,,
5.67E-07,0.458649347,0.886,0.732,11,Ifitm3,,,,,,,,,
0.003659797,0.442431105,0.159,0.106,11,Sltm,,,,,,,,,
0.001523847,0.437840802,0.364,0.28,11,Creg1,,,,,,,,,
0.001411162,0.433569306,0.182,0.124,11,Pafah1b1,,,,,,,,,
0.000567231,0.422964283,0.523,0.601,11,mt-Rnr1,,,,,,,,,
3.87E-70,3.977712483,1,0.137,12,Cd74,,Dendritic cell_Cd74 high,,,,,,,
1.02E-81,3.93988064,0.974,0.127,12,H2-Ab1,,,,,,,,,
3.76E-72,3.869432989,0.974,0.089,12,H2-Eb1,,,,,,,,,
4.05E-71,3.747984747,0.974,0.081,12,H2-Aa,,,,,,,,,
1.46E-60,3.082428319,0.842,0.006,12,Cd209a,,,,,,,,,
6.71E-55,2.809357786,1,0.048,12,Cd52,,,,,,,,,
4.65E-41,2.566190426,0.816,0.025,12,H2-DMa,,,,,,,,,
7.23E-43,2.480789633,0.947,0.054,12,Tyrobp,,,,,,,,,
1.33E-36,2.452874948,0.789,0.033,12,Coro1a,,,,,,,,,
3.66E-44,2.344964858,0.789,0.013,12,Plbd1,,,,,,,,,
2.88E-49,2.327966672,0.947,0.035,12,Ctss,,,,,,,,,
1.10E-25,2.185615182,0.553,0.016,12,Ccr2,,,,,,,,,
2.74E-28,2.139159901,0.789,0.061,12,Srgn,,,,,,,,,
6.19E-28,2.138957194,0.868,0.134,12,S100a4,,,,,,,,,
6.22E-49,2.137032871,0.711,0.003,12,Napsa,,,,,,,,,
7.27E-31,2.134761524,0.658,0.031,12,H2-DMb1,,,,,,,,,
1.40E-31,2.086877431,0.737,0.031,12,Laptm5,,,,,,,,,
1.56E-14,2.08544971,0.342,0.011,12,Rgs1,,,,,,,,,
1.08E-21,2.063596814,0.474,0.013,12,Cd83,,,,,,,,,
3.77E-19,2.051706763,0.5,0.022,12,Wfdc17,,,,,,,,,
8.00E-29,2.04480673,0.658,0.025,12,Alox5ap,,,,,,,,,
5.95E-30,2.031454918,0.763,0.099,12,Ifi30,,,,,,,,,
5.72E-15,2.028461494,0.421,0.039,12,Rgs2,,,,,,,,,
2.74E-15,2.026697101,0.395,0.018,12,Mgl2,,,,,,,,,
7.20E-32,2.021321362,0.842,0.064,12,Fcer1g,,,,,,,,,
1.27E-25,1.935059733,0.711,0.142,12,Gm2a,,,,,,,,,
9.53E-21,1.890103529,0.342,0.003,12,Ear2,,,,,,,,,
7.22E-21,1.85498441,0.605,0.039,12,Cfp,,,,,,,,,
1.72E-19,1.848805248,0.474,0.016,12,Fcgr2b,,,,,,,,,
3.18E-17,1.836156627,0.684,0.249,12,Nfkbia,,,,,,,,,
5.88E-08,1.819372297,0.211,0.008,12,Il1b,,,,,,,,,
2.77E-16,1.802568048,0.395,0.013,12,Clec10a,,,,,,,,,
2.58E-15,1.78295454,0.474,0.031,12,Ccl9,,,,,,,,,
2.07E-09,1.756024219,0.263,0.013,12,Ccl4,,,,,,,,,
3.26E-20,1.750021787,0.5,0.018,12,Ms4a6c,,,,,,,,,
4.95E-18,1.736321423,0.526,0.033,12,Ccl6,,,,,,,,,
1.32E-23,1.720259632,0.447,0.008,12,Lat2,,,,,,,,,
3.59E-19,1.717039623,0.395,0.021,12,Pmaip1,,,,,,,,,
1.88E-23,1.707723926,0.553,0.02,12,Spi1,,,,,,,,,
1.55E-27,1.698627395,0.526,0.008,12,Itgb7,,,,,,,,,
6.73E-26,1.698120021,0.789,0.261,12,Cotl1,,,,,,,,,
9.16E-20,1.632271001,0.5,0.02,12,Pld4,,,,,,,,,
1.83E-14,1.599270981,0.474,0.103,12,Csf2ra,,,,,,,,,
1.90E-18,1.589516465,0.447,0.015,12,Selplg,,,,,,,,,
6.46E-18,1.58646683,0.342,0.004,12,Klrd1,,,,,,,,,
9.49E-19,1.580502063,0.421,0.012,12,Mpeg1,,,,,,,,,
1.51E-19,1.568870613,0.368,0.004,12,Rnase6,,,,,,,,,
3.23E-19,1.565309236,0.553,0.059,12,Lcp1,,,,,,,,,
6.73E-24,1.564877407,0.395,0.004,12,H2-DMb2,,,,,,,,,
4.29E-18,1.564357332,0.447,0.016,12,Ly86,,,,,,,,,
9.72E-18,1.519674128,0.658,0.208,12,Syngr2,,,,,,,,,
1.21E-15,1.499566284,0.368,0.011,12,Cd48,,,,,,,,,
8.60E-15,1.488786417,0.395,0.02,12,Cbfa2t3,,,,,,,,,
1.41E-22,1.475568766,0.974,0.794,12,Cst3,,,,,,,,,
1.01E-12,1.461893388,0.579,0.14,12,Psmb8,,,,,,,,,
1.60E-10,1.450170965,0.368,0.053,12,Pim1,,,,,,,,,
2.29E-18,1.429259344,0.447,0.021,12,Cd53,,,,,,,,,
2.52E-14,1.417012244,0.316,0.009,12,Ms4a4c,,,,,,,,,
9.34E-16,1.415365321,0.289,0.004,12,Tagap,,,,,,,,,
4.54E-10,1.391378823,0.316,0.057,12,Fam49b,,,,,,,,,
1.74E-31,1.390056508,1,0.725,12,Actb,,,,,,,,,
4.69E-15,1.387725597,0.289,0.004,12,Bcl2a1d,,,,,,,,,
1.54E-13,1.377355297,0.5,0.083,12,Unc93b1,,,,,,,,,
2.44E-18,1.375410111,0.342,0.004,12,Clec4b1,,,,,,,,,
6.35E-16,1.370975676,0.421,0.018,12,Cyth4,,,,,,,,,
1.47E-11,1.370425923,0.263,0.007,12,Ifitm6,,,,,,,,,
1.68E-25,1.350638646,1,0.55,12,Sh3bgrl3,,,,,,,,,
9.59E-11,1.345520312,0.237,0.007,12,Stk10,,,,,,,,,
1.32E-21,1.333415501,0.526,0.024,12,Rac2,,,,,,,,,
4.47E-14,1.332075996,0.632,0.218,12,Zyx,,,,,,,,,
1.76E-13,1.312545058,0.895,0.562,12,Zfp36,,,,,,,,,
6.25E-12,1.311592921,0.368,0.028,12,Cd68,,,,,,,,,
2.01E-14,1.309866149,0.789,0.249,12,Cyba,,,,,,,,,
1.44E-09,1.304793173,0.395,0.045,12,Ptpn18,,,,,,,,,
2.98E-12,1.298976782,0.289,0.027,12,Itgb2,,,,,,,,,
2.34E-15,1.291036517,0.316,0.006,12,Fgd2,,,,,,,,,
1.85E-19,1.28067437,0.921,0.361,12,Lsp1,,,,,,,,,
2.49E-13,1.26837376,0.526,0.1,12,Arhgdib,,,,,,,,,
3.98E-14,1.255697487,0.263,0.003,12,Gm6377,,,,,,,,,
9.85E-23,1.24782166,0.921,0.682,12,Gpx1,,,,,,,,,
1.06E-08,1.246165571,0.316,0.077,12,Cmtm7,,,,,,,,,
5.29E-12,1.237379285,0.658,0.233,12,H2afz,,,,,,,,,
3.45E-12,1.237307457,0.579,0.273,12,Ucp2,,,,,,,,,
9.20E-18,1.236174281,0.342,0.006,12,Slamf9,,,,,,,,,
5.17E-11,1.229406376,0.263,0.008,12,Plek,,,,,,,,,
1.82E-08,1.224550089,0.316,0.071,12,Bhlhe40,,,,,,,,,
2.81E-13,1.218506664,0.237,0.002,12,Jaml,,,,,,,,,
7.34E-11,1.209951751,0.263,0.01,12,Nfkbid,,,,,,,,,
1.46E-07,1.208923424,0.289,0.034,12,Arhgap45,,,,,,,,,
4.40E-07,1.205575154,0.263,0.053,12,Naaa,,,,,,,,,
1.10E-10,1.201927073,0.263,0.009,12,Rassf4,,,,,,,,,
4.71E-13,1.193643768,0.289,0.007,12,Clec7a,,,,,,,,,
2.26E-27,1.187860352,0.842,0.109,12,Lyz2,,,,,,,,,
0.000138444,1.18073528,0.158,0.018,12,Ccl3,,,,,,,,,
1.78E-07,1.167893699,0.263,0.02,12,Cybb,,,,,,,,,
7.82E-10,1.163129824,0.289,0.015,12,Evi2a,,,,,,,,,
4.18E-09,1.155053434,0.658,0.194,12,Ckb,,,,,,,,,
4.62E-15,1.153922065,0.342,0.019,12,Vrk1,,,,,,,,,
1.13E-08,1.152406438,0.395,0.082,12,Ccnd1,,,,,,,,,
1.13E-13,1.143620613,0.895,0.565,12,H2-D1,,,,,,,,,
1.86E-08,1.142108745,0.289,0.028,12,Ccrl2,,,,,,,,,
1.02E-19,1.125244453,0.868,0.71,12,Psap,,,,,,,,,
3.46E-07,1.119223455,0.263,0.026,12,Aif1,,,,,,,,,
4.04E-08,1.118438129,0.421,0.084,12,Kctd12,,,,,,,,,
6.39E-09,1.118380344,0.184,0.005,12,Themis2,,,,,,,,,
2.43E-08,1.116348075,0.184,0.005,12,Gpr183,,,,,,,,,
1.20E-09,1.100864533,0.368,0.036,12,Ramp1,,,,,,,,,
3.26E-10,1.100140956,0.263,0.01,12,Clec12a,,,,,,,,,
1.38E-07,1.099629778,0.237,0.022,12,Nrros,,,,,,,,,
4.98E-10,1.085198773,0.263,0.016,12,Hcls1,,,,,,,,,
4.51E-06,1.084612077,0.211,0.035,12,Irf5,,,,,,,,,
3.21E-13,1.084201209,0.184,0,12,Flt3,,,,,,,,,
1.02E-06,1.080772139,0.316,0.049,12,Cdc42se2,,,,,,,,,
1.03E-13,1.078430414,0.211,0.001,12,Map4k1,,,,,,,,,
1.56E-09,1.074794095,0.526,0.285,12,Actr3,,,,,,,,,
1.97E-07,1.071452489,0.211,0.013,12,Pirb,,,,,,,,,
5.95E-08,1.07131033,0.184,0.006,12,AI662270,,,,,,,,,
3.09E-09,1.057434771,0.263,0.015,12,Emb,,,,,,,,,
7.52E-16,1.053364854,0.263,0.001,12,H2-Oa,,,,,,,,,
5.48E-10,1.049415973,0.316,0.021,12,Il2rg,,,,,,,,,
2.16E-07,1.048300167,0.526,0.279,12,Psme1,,,,,,,,,
3.90E-08,1.047637777,0.158,0.003,12,Snx20,,,,,,,,,
1.60E-08,1.044828837,0.342,0.056,12,H2-Q7,,,,,,,,,
6.96E-09,1.044308682,0.237,0.024,12,Tep1,,,,,,,,,
3.95E-08,1.035516756,0.237,0.013,12,AB124611,,,,,,,,,
5.40E-06,1.030458388,0.237,0.031,12,Limd2,,,,,,,,,
5.58E-08,1.028288767,0.395,0.111,12,Prkcd,,,,,,,,,
4.44E-08,1.027778627,0.158,0.004,12,Rin3,,,,,,,,,
3.72E-08,1.025773634,0.237,0.017,12,Phf11b,,,,,,,,,
2.88E-07,1.022428388,0.289,0.031,12,Hfe,,,,,,,,,
5.18E-05,1.011017024,0.184,0.015,12,Ighm,,,,,,,,,
1.88E-05,1.002219186,0.237,0.041,12,Fes,,,,,,,,,
1.44E-05,0.99470001,0.289,0.103,12,Sept9,,,,,,,,,
5.08E-13,0.992948781,0.921,0.522,12,H2-K1,,,,,,,,,
2.39E-05,0.990727951,0.342,0.092,12,Samhd1,,,,,,,,,
2.65E-05,0.989476272,0.211,0.065,12,Ier5,,,,,,,,,
2.25E-05,0.989426624,0.211,0.036,12,Gpsm3,,,,,,,,,
5.34E-07,0.989331517,0.263,0.044,12,Mcub,,,,,,,,,
1.49E-07,0.986889198,0.211,0.012,12,Sept6,,,,,,,,,
2.62E-06,0.985674882,0.263,0.036,12,Asap1,,,,,,,,,
1.29E-05,0.985658913,0.263,0.039,12,Adgre5,,,,,,,,,
1.29E-06,0.981778271,0.368,0.066,12,Ppp1r18,,,,,,,,,
3.20E-09,0.966282875,0.211,0.005,12,Rasgrp4,,,,,,,,,
5.46E-12,0.957352536,0.289,0.013,12,Lilrb4a,,,,,,,,,
1.20E-05,0.953313521,0.263,0.062,12,Skap2,,,,,,,,,
1.72E-05,0.94774376,0.184,0.021,12,Sgk3,,,,,,,,,
1.21E-06,0.941187002,0.184,0.008,12,Ptafr,,,,,,,,,
3.75E-08,0.939595933,0.237,0.014,12,Ptprc,,,,,,,,,
5.38E-08,0.925758242,0.184,0.005,12,Mir142hg,,,,,,,,,
1.78E-05,0.920198408,0.421,0.172,12,Vasp,,,,,,,,,
6.65E-06,0.918076662,0.211,0.025,12,Lfng,,,,,,,,,
1.41E-07,0.915434564,0.289,0.059,12,Borcs6,,,,,,,,,
5.34E-06,0.915287919,0.237,0.023,12,Gmfg,,,,,,,,,
1.15E-05,0.910291256,0.605,0.266,12,Atf3,,,,,,,,,
1.64E-12,0.908126823,0.211,0.002,12,Ltb4r1,,,,,,,,,
7.75E-07,0.902615608,0.289,0.045,12,Sirpa,,,,,,,,,
1.42E-08,0.902575631,0.211,0.007,12,Ncf2,,,,,,,,,
7.43E-11,0.898927247,0.158,0,12,Siglecg,,,,,,,,,
1.59E-05,0.897701697,0.237,0.053,12,Nfkbiz,,,,,,,,,
1.86E-05,0.881814386,0.395,0.108,12,Msn,,,,,,,,,
1.27E-06,0.880028368,0.237,0.047,12,Tyk2,,,,,,,,,
3.82E-07,0.877886011,0.368,0.129,12,Man2b1,,,,,,,,,
4.97E-09,0.87438767,0.184,0.004,12,Susd3,,,,,,,,,
9.40E-07,0.863909766,0.763,0.504,12,Tagln2,,,,,,,,,
1.46E-06,0.860910967,0.289,0.138,12,Dnajc15,,,,,,,,,
3.42E-08,0.860529405,0.184,0.005,12,Slamf8,,,,,,,,,
0.000308108,0.859642788,0.158,0.032,12,Ptger4,,,,,,,,,
0.000251356,0.859326534,0.237,0.045,12,Psmb9,,,,,,,,,
5.99E-10,0.858963216,0.211,0.004,12,Cytip,,,,,,,,,
0.006280502,0.857181816,0.368,0.226,12,Nr4a1,,,,,,,,,
1.94E-05,0.855215098,0.237,0.066,12,Tap1,,,,,,,,,
1.10E-05,0.852826595,0.184,0.024,12,BC028528,,,,,,,,,
0.000337081,0.848902913,0.237,0.084,12,Stat1,,,,,,,,,
2.39E-06,0.846860476,0.579,0.387,12,Coro1b,,,,,,,,,
1.20E-05,0.844124966,0.421,0.246,12,Ostf1,,,,,,,,,
0.001257582,0.843323316,0.342,0.123,12,Smpdl3a,,,,,,,,,
0.000374443,0.840317792,0.237,0.042,12,Rbpj,,,,,,,,,
